title,url,source,growth_potential,recession_resistance,automation_resistance,skill_accessibility,cross_industry_collaboration
Standardized protocols for analyzing lipocartilage and lipochondrocytes - Nature Protocols,https://www.nature.com/articles/s41596-025-01324-8,www.nature.com,6.87,6.92,6.19,4.17,5.98
The role of thermostats and human behaviour in residential temperature settings in the USA - Nature Energy,https://www.nature.com/articles/s41560-025-01948-w,www.nature.com,6.87,6.2,5.81,6.17,6.34
Instant gratification and long-term sustainability: a gender-inclusive approach to social infrastructure in Gilgit-Baltistan road projects - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-026-06501-y,www.nature.com,6.17,6.82,5.87,5.87,6.61
Early-onset Palmijihwang-hwan treatment modulates phospholipid metabolism and gut microbiota for healthy aging: reducing adipose inflammation and oxidative stress - npj Aging,https://www.nature.com/articles/s41514-026-00334-4,www.nature.com,6.68,6.49,5.09,4.92,7.58
Disappearing ‘planet’ reveals a solar system’s turbulent times,https://www.nature.com/articles/d41586-025-04148-4,www.nature.com,6.64,6.84,5.05,4.94,7.22
"Testing the simplification universal in game localization: a quantitative comparison of linguistic complexity in black myth, Sekiro, and RDR2 - Humanities and Social Sciences Communications",https://www.nature.com/articles/s41599-025-06424-0,www.nature.com,6.19,5.15,5.62,4.93,5.88
Argentina must finish building the CART radio telescope,https://www.nature.com/articles/d41586-025-03997-3,www.nature.com,6.81,7.19,5.12,5.94,7.01
Gene expression imputation spatially resolves transcriptional programs in barley spike development - Nature Plants,https://www.nature.com/articles/s41477-025-02177-5,www.nature.com,6.18,6.71,4.79,4.66,6.91
Double-strand break-free epigenetic programming: a safer path for T-cell therapies - Signal Transduction and Targeted Therapy,https://www.nature.com/articles/s41392-025-02529-9,www.nature.com,6.64,6.69,4.65,3.96,7.62
Oligomers mediate the spatial transmission of Aβ peptide aggregation - Communications Chemistry,https://www.nature.com/articles/s42004-025-01837-z,www.nature.com,6.81,6.67,6.1,4.26,7.32
The role of histone demethylase PHF2 as a tumour suppressor in hepatocellular carcinoma by regulating SRXN1 - Oncogenesis,https://www.nature.com/articles/s41389-026-00597-2,www.nature.com,5.48,6.95,5.34,5.8,6.4
JHG Young Scientist Award 2025 - Journal of Human Genetics,https://www.nature.com/articles/s10038-026-01453-2,www.nature.com,7.13,7.23,5.17,5.35,7.41
Assessment of hydrological drought vulnerability using SPI and SWI indices in Tiruttani block Tamilnadu - Scientific Reports,https://www.nature.com/articles/s41598-026-36100-5,www.nature.com,6.97,6.96,6.21,4.67,6.88
Mesoscale moisture convergence drives stronger rainfall extremes - Nature Geoscience,https://www.nature.com/articles/s41561-025-01869-z,www.nature.com,5.33,6.24,4.74,6.69,7.11
Advancing an adaptable and practical framework to address water quality challenges in a changing world - Nature Reviews Earth & Environment,https://www.nature.com/articles/s43017-025-00753-z,www.nature.com,6.35,6.4,6.18,4.89,7.01
Successes in climate action - Nature Climate Change,https://www.nature.com/articles/s41558-025-02546-0,www.nature.com,4.98,6.68,5.28,5.88,7.52
Pattern poetry and ludic relief in Zeina Hashem Beck’s oeuvre - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-026-06497-5,www.nature.com,6.48,6.08,5.38,4.85,7.54
"Clinical, social, and economic burdens of schizophrenia in Japan: a targeted literature review - Schizophrenia",https://www.nature.com/articles/s41537-025-00716-9,www.nature.com,6.73,6.14,4.99,4.47,5.93
Rethinking sepsis prediction in the era of large language models - npj Health Systems,https://www.nature.com/articles/s44401-025-00062-z,www.nature.com,4.85,6.17,4.02,6.51,7.67
How does the digital economy reshape the geographical patterns of manufacturing enterprises? Empirical evidence from China - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06106-x,www.nature.com,6.19,6.72,6.09,5.21,7.11
The effects of shoulder abduction angle and elastic band resistance on shoulder muscle activity during external rotation exercises - Scientific Reports,https://www.nature.com/articles/s41598-025-34767-w,www.nature.com,6.13,6.06,6.12,4.77,5.93
Excluding PLND in favourable intermediate-risk prostate cancer: a PSMA-PET-directed perspective - Nature Reviews Urology,https://www.nature.com/articles/s41585-025-01105-8,www.nature.com,6.6,7.77,6.42,3.95,7.53
An LLM chatbot to facilitate primary-to-specialist care transitions: a randomized controlled trial - Nature Medicine,https://www.nature.com/articles/s41591-025-04176-7,www.nature.com,4.79,5.71,4.35,5.08,7.43
Left atrioventricular coupling in isolated pediatric mitral valve prolapse with preserved ejection fraction and moderate regurgitation - Scientific Reports,https://www.nature.com/articles/s41598-025-33951-2,www.nature.com,6.43,7.38,5.86,4.3,7.06
Enhancing carbon sinks in China using a spatially-optimized forestation strategy - Nature Communications,https://www.nature.com/articles/s41467-026-68288-5,www.nature.com,5.02,6.75,5.43,6.21,7.19
I see Mozambique’s baboons as windows into hominid evolution,https://www.nature.com/articles/d41586-025-04153-7,www.nature.com,6.81,6.95,5.9,4.68,6.06
Learning words in context - Nature Reviews Psychology,https://www.nature.com/articles/s44159-025-00526-x,www.nature.com,6.9,6.0,5.13,6.44,5.95
Philosophical stances in information systems research: a case analysis and critical reflection - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06427-x,www.nature.com,6.68,6.16,5.93,4.74,6.97
Cereblon induces G3BP2 neosubstrate degradation using molecular surface mimicry - Nature Structural & Molecular Biology,https://www.nature.com/articles/s41594-025-01738-8,www.nature.com,5.14,6.83,5.17,4.68,5.74
Hepatic tryptophan metabolism links chronic stress to liver cancer - Nature Metabolism,https://www.nature.com/articles/s42255-025-01446-z,www.nature.com,5.0,6.53,4.58,4.74,7.48
Beyond the Global Plastics Treaty - Nature Reviews Earth & Environment,https://www.nature.com/articles/s43017-025-00752-0,www.nature.com,6.62,6.6,5.66,4.57,7.18
Management of Charles Bonnet syndrome in routine eye care services - Eye,https://www.nature.com/articles/s41433-025-04215-0,www.nature.com,6.63,6.79,4.58,4.68,7.06
Impacts of global warming on coastal flood risk to European surface transport infrastructure - Nature Climate Change,https://www.nature.com/articles/s41558-025-02518-4,www.nature.com,6.48,6.69,5.3,4.84,6.92
Global risk pooling mitigates financial risk from drought in hydropower-dependent countries - Nature Communications,https://www.nature.com/articles/s41467-025-67082-z,www.nature.com,6.46,6.85,6.35,4.57,7.23
Segmented filamentous bacteria in the gut protect against secondary bacterial infections in the lung - Nature Reviews Immunology,https://www.nature.com/articles/s41577-026-01271-9,www.nature.com,6.71,6.63,5.61,4.38,7.26
The energy source is not the deciding factor - Nature Water,https://www.nature.com/articles/s44221-025-00557-x,www.nature.com,6.77,7.07,6.56,4.17,7.55
High-resolution cryo-EM meets parasitology in structural models of the conoid from Toxoplasma - Nature Structural & Molecular Biology,https://www.nature.com/articles/s41594-025-01729-9,www.nature.com,6.46,6.46,6.37,4.44,6.64
Powerful people - Nature Climate Change,https://www.nature.com/articles/s41558-025-02347-5,www.nature.com,6.89,7.15,5.88,5.8,7.36
"Assemblable thermoelectric Lego blocks for reconfigurable, self-healing, and flexible power generators - npj Flexible Electronics",https://www.nature.com/articles/s41528-026-00534-8,www.nature.com,6.49,6.63,6.16,4.59,6.13
Land use and soil drainage interactions drive macroinvertebrates and diatoms composition but not their diversity - Scientific Reports,https://www.nature.com/articles/s41598-025-34684-y,www.nature.com,6.41,6.68,6.76,5.18,7.0
A cultural memory semiotics and function behavior structure model for digital inheritance and innovation in AI generated Huizhou woodcarving images - Scientific Reports,https://www.nature.com/articles/s41598-026-35360-5,www.nature.com,7.43,5.91,5.58,6.18,7.53
Kinetics of vacancy-assisted reversible phase transition in monolayer MoTe2 - Communications Materials,https://www.nature.com/articles/s43246-026-01078-0,www.nature.com,7.53,6.47,6.42,4.26,7.07
Culturally responsive assessment in mathematical word problems and numerical cognition in multilingual education - Scientific Reports,https://www.nature.com/articles/s41598-026-35864-0,www.nature.com,6.15,6.22,4.66,6.19,6.41
Mysterious ‘little red dots’ could be black holes in disguise,https://www.nature.com/articles/d41586-025-04089-y,www.nature.com,6.66,6.8,6.61,6.01,6.17
Pore-forming venoms as a senolytic strategy - Nature Aging,https://www.nature.com/articles/s43587-026-01070-w,www.nature.com,7.06,6.82,5.78,4.52,7.36
Flexible semiconductor arrays for high-fidelity neural recording - Nature Sensors,https://www.nature.com/articles/s44460-025-00019-7,www.nature.com,7.07,6.52,6.2,4.3,7.37
"Ridicule, deconstruction, reflection, and identity: Christian elements and thematic expression in Feng Xiaogang’s films - Humanities and Social Sciences Communications",https://www.nature.com/articles/s41599-025-05438-y,www.nature.com,6.29,6.04,5.69,5.02,6.92
The import of biological research material is a silent barrier to biotechnology in the Global South - Nature Biotechnology,https://www.nature.com/articles/s41587-025-02903-6,www.nature.com,6.72,6.44,5.81,4.2,7.45
Gifted dogs learn new words by overhearing humans,https://www.nature.com/articles/d41586-026-00112-y,www.nature.com,7.37,5.54,5.52,4.22,7.42
Palmitic acid-triggered B7H3 palmitoylation promotes immune escape - Nature Communications,https://www.nature.com/articles/s41467-026-68525-x,www.nature.com,6.71,6.84,4.67,4.9,7.48
Connecting to improve drug discovery - Nature Cardiovascular Research,https://www.nature.com/articles/s44161-025-00760-9,www.nature.com,7.25,6.77,5.51,4.33,7.66
A systems engineering approach to enhance utilization of renewable energy - Nature Reviews Electrical Engineering,https://www.nature.com/articles/s44287-025-00253-8,www.nature.com,6.89,7.18,6.37,4.66,7.48
"The river Rhine transports around 4,000 tonnes of macrolitter towards the North Sea each year - Communications Sustainability",https://www.nature.com/articles/s44458-025-00007-5,www.nature.com,6.52,6.08,6.39,4.96,7.23
"The polygenic, omnigenic and stratagenic models of complex disease risk - Nature Genetics",https://www.nature.com/articles/s41588-025-02467-w,www.nature.com,7.24,6.59,5.09,4.51,7.71
The new vision from the National Institute of Allergy and Infectious Diseases (NIAID) - Nature Medicine,https://www.nature.com/articles/s41591-025-04160-1,www.nature.com,6.95,7.32,5.94,4.13,7.63
Assessment of multiple outcomes of habitat models can significantly affect conservation decisions for threatened species - Scientific Reports,https://www.nature.com/articles/s41598-026-35987-4,www.nature.com,6.37,6.53,6.33,6.14,5.8
Human contributions to evapotranspiration mitigate swings in dry-to-wet year transitions - Communications Sustainability,https://www.nature.com/articles/s44458-025-00002-w,www.nature.com,5.27,6.78,5.51,5.88,5.98
A green patina unlocking cities’ potential to adapt to climate change - Nature Cities,https://www.nature.com/articles/s44284-025-00358-z,www.nature.com,6.4,6.98,7.02,5.65,7.04
Mechanical properties and energy evolution of cemented tailings-rock powder backfill under uniaxial compression: effect of rock powder type and content - Scientific Reports,https://www.nature.com/articles/s41598-026-36436-y,www.nature.com,6.33,5.85,6.5,5.1,7.14
Data-driven classification of ordinary chondrites and asteroidal metal potential evaluation - Scientific Reports,https://www.nature.com/articles/s41598-026-35624-0,www.nature.com,6.37,5.8,5.25,4.02,7.03
The use of β-blockers after myocardial infarction: no doubts remain - Nature Reviews Cardiology,https://www.nature.com/articles/s41569-026-01252-4,www.nature.com,6.44,6.08,5.39,4.35,7.5
In silico design and immunoinformatics assessment of a multiepitope vaccine targeting borealpox virus - Scientific Reports,https://www.nature.com/articles/s41598-026-36680-2,www.nature.com,6.2,6.7,5.76,5.91,7.53
On the power of simple models: when emergent properties predict clinical outcomes - Nature Reviews Neuroscience,https://www.nature.com/articles/s41583-025-01011-3,www.nature.com,6.78,5.83,5.64,3.92,7.39
Marine darkwave as an event-based framework to assess unusual periods of reduced underwater light availability - Communications Earth & Environment,https://www.nature.com/articles/s43247-025-03023-4,www.nature.com,6.5,6.21,5.39,6.42,5.42
Changing paradigms through practice - Nature Food,https://www.nature.com/articles/s43016-025-01262-4,www.nature.com,6.39,6.2,6.02,4.98,6.72
Presuming public support for international sanctions: the European Union versus Russia (2022) - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06252-2,www.nature.com,6.72,6.35,5.57,4.22,7.29
Spatiotemporal assessment of multi hazard risk using graph based analysis for case studies in India - Scientific Reports,https://www.nature.com/articles/s41598-026-35925-4,www.nature.com,6.7,6.64,5.81,5.55,7.01
Stopping the next flu pandemic,https://www.nature.com/articles/d41586-025-03613-4,www.nature.com,6.01,6.85,5.37,5.78,7.32
School-based suicide prevention using the gatekeeper programme: a cluster-randomized trial - Nature Health,https://www.nature.com/articles/s44360-025-00037-2,www.nature.com,6.48,5.79,5.71,4.36,7.35
"Decoding miRNA-Mediated Immunoregulation in SARS-CoV-2, HBV, HIV, and HSV Infections - Genes & Immunity",https://www.nature.com/articles/s41435-026-00376-4,www.nature.com,6.75,7.36,6.08,4.11,7.23
Multi-modal ultrasound for evaluating structure and function of neurogenic bladder in pediatrics - Scientific Reports,https://www.nature.com/articles/s41598-026-35938-z,www.nature.com,6.66,6.7,5.75,4.05,7.34
"Accessibility evaluation of public service facilities in affordable housing communities in Hangzhou, China - Scientific Reports",https://www.nature.com/articles/s41598-026-36201-1,www.nature.com,6.14,5.86,6.55,4.66,6.86
Behavioural choices shape US indoor temperatures more than technology - Nature Energy,https://www.nature.com/articles/s41560-025-01950-2,www.nature.com,6.98,6.95,5.95,5.83,7.49
Standardizing the analysis and visualization of human energy expenditure data - Nature Metabolism,https://www.nature.com/articles/s42255-025-01445-0,www.nature.com,4.8,5.98,4.74,5.15,7.38
Multi-band circularly polarized patch antenna with CPW feed based on sunflower geometry and Gielis superformula for wireless communication - Scientific Reports,https://www.nature.com/articles/s41598-025-34433-1,www.nature.com,6.39,6.43,5.82,5.03,7.39
3D-printed intravaginal ring for infertility treatment - Nature Reviews Bioengineering,https://www.nature.com/articles/s44222-025-00272-y,www.nature.com,6.91,6.36,6.19,4.99,7.47
Influences of spoken and signed language on numerical cognition - Nature Reviews Psychology,https://www.nature.com/articles/s44159-025-00530-1,www.nature.com,5.61,6.32,4.4,6.34,6.1
Barriers and facilitators of implementing patient-reported outcome measures in clinical care using the CFIR-ERIC framework - Scientific Reports,https://www.nature.com/articles/s41598-026-35154-9,www.nature.com,4.95,6.61,5.13,5.96,7.2
A near-infrared Sn-Pb perovskite imager with monolithic integration - Light: Science & Applications,https://www.nature.com/articles/s41377-025-02127-y,www.nature.com,7.17,6.65,6.04,4.56,5.8
Symmetry in category systems across languages - Nature Communications,https://www.nature.com/articles/s41467-025-67463-4,www.nature.com,6.49,6.12,4.89,6.61,7.08
Population genomics reveals an ancient origin of heartworms in canids - Communications Biology,https://www.nature.com/articles/s42003-025-09250-x,www.nature.com,6.43,6.95,6.0,4.92,7.25
Discrepancies in Arctic-boreal lake area trends driven by sensitivity to dry conditions - Scientific Reports,https://www.nature.com/articles/s41598-026-35981-w,www.nature.com,4.79,5.96,5.17,5.33,6.1
Spatio-temporal metabolic alterations in cachexia - Nature Metabolism,https://www.nature.com/articles/s42255-025-01440-5,www.nature.com,5.11,5.72,4.29,5.91,7.56
Bearing the costs of a climate-safe food transition - Nature Food,https://www.nature.com/articles/s43016-025-01288-8,www.nature.com,6.28,4.94,4.8,4.75,6.25
Making progress on global health will need high-quality evidence,https://www.nature.com/articles/d41586-026-00073-2,www.nature.com,7.04,7.65,6.28,4.23,7.71
Base-edited CAR7 T cells are safe and efficacious in R/R T-ALL - Nature Reviews Clinical Oncology,https://www.nature.com/articles/s41571-025-01118-7,www.nature.com,6.9,6.9,5.89,3.74,7.73
The hidden cost of video-call glitches,https://www.nature.com/articles/d41586-025-03820-z,www.nature.com,6.33,5.95,5.01,6.13,7.08
Compressive strength prediction of carbonated recycled aggregate concrete using regression based machine learning models - Scientific Reports,https://www.nature.com/articles/s41598-026-36197-8,www.nature.com,6.61,6.34,5.57,5.64,7.19
Global water security threatened by rising inequality - Nature Geoscience,https://www.nature.com/articles/s41561-025-01905-y,www.nature.com,7.13,6.6,5.45,5.84,7.28
Carbon emission model and evaluation analysis of vehicle waste tire different recycling processes based on reducing environmental pollution - Scientific Reports,https://www.nature.com/articles/s41598-026-35688-y,www.nature.com,6.32,6.68,5.29,4.5,5.91
Risk assessment of earthquake online public opinion based on behavioral motivation - Scientific Reports,https://www.nature.com/articles/s41598-026-36051-x,www.nature.com,6.45,6.4,5.49,4.23,6.87
Surface water quality prediction via an MLA-Mamba hybrid neural network with GRPO optimization - Scientific Reports,https://www.nature.com/articles/s41598-026-36229-3,www.nature.com,5.12,6.48,4.16,6.39,7.06
G9a-mediated H3K9me2 orchestrates intestinal epithelial regeneration through epigenetic silencing of cell cycle-related genes - Nature Communications,https://www.nature.com/articles/s41467-026-68626-7,www.nature.com,5.35,6.79,5.03,5.16,5.89
The hidden microbial risk in fire hydrants - Nature Water,https://www.nature.com/articles/s44221-025-00562-0,www.nature.com,7.1,6.3,6.22,4.27,7.4
Urbanization signatures on climate and soils uncovered by crowd-sensed plants - Nature Cities,https://www.nature.com/articles/s44284-025-00378-9,www.nature.com,7.03,6.3,5.96,5.49,7.12
Extraordinarily long duration of Eocene geomagnetic polarity reversals - Communications Earth & Environment,https://www.nature.com/articles/s43247-026-03205-8,www.nature.com,6.62,6.65,5.11,5.45,5.46
Arctic driftwood proposal for durable carbon removal - npj Climate Action,https://www.nature.com/articles/s44168-025-00327-1,www.nature.com,6.36,6.64,5.61,5.14,5.99
Clouds as the driver of variability and colour changes in brown dwarf atmospheres - Nature Astronomy,https://www.nature.com/articles/s41550-025-02709-1,www.nature.com,6.42,6.41,6.68,6.25,5.6
Embryo geometry sets the tempo - Nature Physics,https://www.nature.com/articles/s41567-025-03136-9,www.nature.com,6.71,6.59,4.8,6.27,7.46
Structural equation modeling of safety integration and production pressure effects on safety performance in cement manufacturing - Scientific Reports,https://www.nature.com/articles/s41598-026-36696-8,www.nature.com,4.75,6.53,4.65,4.93,5.66
The need for a representative workforce to address the US behavioral health crisis - Nature Mental Health,https://www.nature.com/articles/s44220-025-00561-w,www.nature.com,6.53,6.99,5.39,4.65,7.39
Isolation and characterization of lactic acid bacteria from Heteropneustes fossilis for probiotic applications in aquaculture - Scientific Reports,https://www.nature.com/articles/s41598-026-35791-0,www.nature.com,7.17,6.02,5.57,5.8,7.04
“On the Road” in China: the cultural dynamics and the historical transformations of its Chinese retranslations (1962–2006) - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06406-2,www.nature.com,6.55,6.37,5.71,4.87,7.13
Inside the International Asteroid Warning Network - Nature Reviews Physics,https://www.nature.com/articles/s42254-025-00912-7,www.nature.com,6.76,5.59,6.06,4.53,7.32
Genome engineering for conservation might be a game changer but only with the incorporation of Indigenous voices - Nature Reviews Biodiversity,https://www.nature.com/articles/s44358-025-00118-w,www.nature.com,6.52,6.13,6.31,4.64,7.4
Biosensors characterize the routes taken by receptors to different active states,https://www.nature.com/articles/d41586-026-00011-2,www.nature.com,7.44,6.15,5.8,4.2,7.64
Cost and climate impact of healthy diets worldwide - Nature Food,https://www.nature.com/articles/s43016-025-01273-1,www.nature.com,6.15,4.98,5.4,4.87,7.16
PhD students’ taste for risk mirrors their supervisors’,https://www.nature.com/articles/d41586-026-00160-4,www.nature.com,6.46,7.08,4.52,4.98,7.63
Unregulated emotional risks of AI wellness apps - Nature Machine Intelligence,https://www.nature.com/articles/s42256-025-01051-5,www.nature.com,7.14,6.34,5.57,6.2,7.47
Cities aren’t built for women — it’s time to change that,https://www.nature.com/articles/d41586-025-03930-8,www.nature.com,6.7,6.39,6.92,5.55,7.12
Ratepayer-backed bonds for utility financings - Nature Energy,https://www.nature.com/articles/s41560-025-01755-3,www.nature.com,6.05,5.85,6.82,4.5,5.99
Fuel poverty risk at the end of life needs urgent attention - Nature Energy,https://www.nature.com/articles/s41560-025-01933-3,www.nature.com,7.23,6.61,6.12,4.4,7.48
"mJ-level 7-octave ultraflat white laser encompassing 200–25,000 nm - Light: Science & Applications",https://www.nature.com/articles/s41377-025-02142-z,www.nature.com,4.71,5.95,4.68,4.89,6.04
"US funding cuts harm aspiring young scientists, too",https://www.nature.com/articles/d41586-026-00182-y,www.nature.com,7.19,6.28,5.42,4.67,6.37
Marine protected areas as living labs? Lessons learned & future perspectives - npj Ocean Sustainability,https://www.nature.com/articles/s44183-025-00175-w,www.nature.com,7.21,6.34,5.19,5.41,7.24
A therapeutic glue that autonomously targets gut bleeding in inflammatory bowel disease - Nature Biotechnology,https://www.nature.com/articles/s41587-025-02976-3,www.nature.com,7.05,7.1,5.23,3.89,6.43
Gene regulatory network transitions reveal the central transcription factors in lung adenocarcinoma progression - npj Systems Biology and Applications,https://www.nature.com/articles/s41540-025-00640-9,www.nature.com,4.95,6.57,4.73,5.59,7.4
A clumped canopy architecture can increase crop yields while reducing N2O emissions - Nature Plants,https://www.nature.com/articles/s41477-025-02174-8,www.nature.com,6.47,6.58,6.7,5.01,6.02
The power of public and patient involvement in healthcare innovation - Nature Reviews Bioengineering,https://www.nature.com/articles/s44222-025-00315-4,www.nature.com,6.95,6.09,6.19,4.07,7.63
Boosting immunotherapy by restoring cryptic APC function - Cell Research,https://www.nature.com/articles/s41422-026-01219-7,www.nature.com,4.77,7.2,5.08,6.08,7.18
Association between self-regulatory modes and alexithymia mediated by mindfulness and cognitive reappraisal - Scientific Reports,https://www.nature.com/articles/s41598-026-35882-y,www.nature.com,7.38,6.04,5.72,4.18,7.44
LLMs behaving badly: mistrained AI models quickly go off the rails,https://www.nature.com/articles/d41586-025-04090-5,www.nature.com,4.52,5.85,3.58,7.77,7.14
Potassium-competitive acid blockers for the management of gastroesophageal reflux disease - Nature Reviews Gastroenterology & Hepatology,https://www.nature.com/articles/s41575-025-01166-5,www.nature.com,6.44,5.65,5.43,4.26,7.28
Eye-sidedness does not drive differences in growth and maturation in the Indian halibut (Psettodes erumei) from the Western Arabian Gulf - Scientific Reports,https://www.nature.com/articles/s41598-025-30930-5,www.nature.com,6.97,5.94,5.39,4.96,6.73
Identification of key factors for early detection of rheumatoid arthritis in primary care using machine learning - Scientific Reports,https://www.nature.com/articles/s41598-025-34158-1,www.nature.com,6.84,6.34,6.25,4.73,7.23
Dextran-based T-cell expansion nanoparticles for manufacturing CAR T cells with augmented efficacy - Nature Communications,https://www.nature.com/articles/s41467-025-67868-1,www.nature.com,7.14,5.68,6.1,4.58,7.63
Why citizen science is now essential for official statistics - Communications Sustainability,https://www.nature.com/articles/s44458-025-00008-4,www.nature.com,7.06,7.2,5.97,4.97,7.36
Managing the geopolitics of Europe’s fossil-fuel exit - Nature Energy,https://www.nature.com/articles/s41560-025-01957-9,www.nature.com,7.06,6.81,6.31,4.75,7.38
Hint recognition in Chinese and Russian diplomatic discourse using large language models - Scientific Reports,https://www.nature.com/articles/s41598-026-36338-z,www.nature.com,5.08,6.26,4.34,5.09,6.32
Behaviour without synapses: peptidergic signalling as a mode of behavioural coordination - Nature Reviews Neuroscience,https://www.nature.com/articles/s41583-026-01022-8,www.nature.com,6.52,6.91,4.45,6.38,6.98
Host m6A modifications shape microbiota that drives cell specific ferroptosis as a causal pathway to chronic respiratory diseases - Scientific Reports,https://www.nature.com/articles/s41598-026-36513-2,www.nature.com,6.56,6.69,5.75,5.29,7.3
"Even in space, telescopes can’t escape photobombers",https://www.nature.com/articles/d41586-025-03725-x,www.nature.com,6.29,5.48,4.8,6.77,6.2
Synthetic data and normative databases in generative artificial intelligence: preventing drift - Eye,https://www.nature.com/articles/s41433-025-04233-y,www.nature.com,7.11,6.46,5.95,3.91,7.77
Exploring the genomic population structure and history of Austroasiatic speakers in Mainland Southeast Asia - Communications Biology,https://www.nature.com/articles/s42003-025-09471-0,www.nature.com,6.5,6.65,5.33,5.0,7.18
Ancient pottery reveals early evidence of mathematical thinking,https://www.nature.com/articles/d41586-026-00069-y,www.nature.com,6.6,6.41,5.46,5.07,6.95
Disorder-specific alterations of transient oscillatory dynamics during sleep across cortical and subcortical networks - Scientific Reports,https://www.nature.com/articles/s41598-025-33669-1,www.nature.com,6.8,6.13,6.56,3.75,7.26
Distributed multi-parameter quantum metrology with a superconducting quantum network - Nature Communications,https://www.nature.com/articles/s41467-026-68535-9,www.nature.com,6.49,5.47,6.64,5.55,5.81
Biochemical principles of miRNA targeting in flies - Nature Communications,https://www.nature.com/articles/s41467-026-68360-0,www.nature.com,6.43,6.57,6.47,4.64,6.17
"Lactiplantibacillus plantarum Lp815 improves sleep and increases urinary GABA in a randomized, double-blind, placebo-controlled study of sleep disturbance - Scientific Reports",https://www.nature.com/articles/s41598-025-27861-6,www.nature.com,4.79,4.8,4.18,6.07,7.73
Understanding and rethinking identity through Luhmann’s system theory - Humanities and Social Sciences Communications,https://www.nature.com/articles/s41599-025-06408-0,www.nature.com,6.76,6.13,6.02,4.58,7.07
Double recombinant nOPV2 vaccine - Nature Microbiology,https://www.nature.com/articles/s41564-025-02228-9,www.nature.com,6.55,6.93,5.59,4.72,7.53
Kaolinite’s many lives - Nature Geoscience,https://www.nature.com/articles/s41561-025-01892-0,www.nature.com,6.61,6.47,6.17,4.69,7.2
"Aesculetin (6,7-dihydroxycoumarin) enhances the differentiation of human bone marrow-derived mesenchymal stem cells into functional hepatocyte-like cells - Scientific Reports",https://www.nature.com/articles/s41598-026-36084-2,www.nature.com,6.88,6.82,5.86,4.16,6.05
The Tervuren xylarium Wood Density Database (TWDD) - Scientific Data,https://www.nature.com/articles/s41597-026-06563-2,www.nature.com,6.48,6.72,6.5,6.17,7.08
Clarification of evidence selection for the framework for the pharmacological treatment of obesity and its complications from the EASO - Nature Medicine,https://www.nature.com/articles/s41591-025-04131-6,www.nature.com,6.44,5.18,5.38,4.86,7.54
The hidden role of waste pickers in climate resilience - Nature Human Behaviour,https://www.nature.com/articles/s41562-025-02349-5,www.nature.com,5.61,6.57,5.31,5.02,7.43
Effect of the health action process approach theory in patients undergoing total knee arthroplasty - Scientific Reports,https://www.nature.com/articles/s41598-025-34635-7,www.nature.com,7.31,6.59,6.25,5.76,7.23
Biochar boom-and-bust cycle - Nature Sustainability,https://www.nature.com/articles/s41893-025-01748-w,www.nature.com,4.92,6.13,5.22,4.84,7.24
The status and politics of bicycling in the cities of low- and middle-income countries - Nature Cities,https://www.nature.com/articles/s44284-025-00367-y,www.nature.com,6.19,5.6,7.16,4.66,7.15
A sex-specific brake on liver oestrogen signalling - Nature Metabolism,https://www.nature.com/articles/s42255-025-01427-2,www.nature.com,5.59,7.0,4.71,5.3,7.47
Removal of fluoride from groundwater using a zeolite A supported magnetite biochar composite - Scientific Reports,https://www.nature.com/articles/s41598-025-31370-x,www.nature.com,6.84,7.41,6.0,3.96,7.12
A just energy transition requires just-shoring critical materials - Nature Energy,https://www.nature.com/articles/s41560-025-01940-4,www.nature.com,6.16,6.69,6.6,4.58,6.4
Advances in AI-based patient stratification for rheumatic diseases - Nature Reviews Rheumatology,https://www.nature.com/articles/s41584-025-01337-3,www.nature.com,7.74,6.84,5.97,3.92,7.61
Balancing data collection and privacy protection in precision health - Nature Reviews Bioengineering,https://www.nature.com/articles/s44222-026-00404-y,www.nature.com,6.79,6.3,5.37,4.48,7.29
Artificial intelligence characters are dangerous without legal guardrails - Nature Human Behaviour,https://www.nature.com/articles/s41562-025-02375-3,www.nature.com,7.13,6.16,5.36,4.88,7.03
We need accountability in human–AI agent relationships - npj Artificial Intelligence,https://www.nature.com/articles/s44387-025-00041-7,www.nature.com,5.49,5.29,4.37,4.79,7.68
Blood glucose mediation of the association between SIRI and mortality in T2DM complicated with ischemic stroke - Scientific Reports,https://www.nature.com/articles/s41598-026-36789-4,www.nature.com,6.83,6.61,5.56,4.47,7.44
Key advances in perovskite solar cells in 2025 - Nature Reviews Clean Technology,https://www.nature.com/articles/s44359-025-00128-z,www.nature.com,6.63,7.43,6.41,4.36,7.73
A channel water temperature prediction method based on transfer learning and spatial-temporal graph neural networks - Scientific Reports,https://www.nature.com/articles/s41598-026-35408-6,www.nature.com,5.39,6.7,4.75,4.7,7.35
The US is quitting 66 global agencies: what does it mean for science?,https://www.nature.com/articles/d41586-026-00102-0,www.nature.com,7.05,6.64,6.64,4.85,7.28
